app_id	cpu	memory	instance_num	conflict	conflict_degree
2130	1	8	3	[]	0
2131	1	8	2	[]	0
2132	1	8	3	[]	0
2133	1	8	3	[]	0
2134	1	8	5	[]	0
2135	1	8	2	[]	0
2136	2	8	2	[]	0
2137	1	8	1	[]	0
2138	1	8	4	[(6814, 0), (2533, 0), (5307, 0), (875, 0), (3711, 0), (4646, 0), (1506, 0), (6689, 0), (5107, 0), (7452, 0), (7770, 0), (6007, 0), (7262, 0), (1354, 0), (8136, 0), (2644, 0), (321, 0), (4045, 0), (7556, 0), (3558, 0), (7766, 0), (3004, 0), (8607, 0), (7893, 0), (2172, 0), (5661, 0), (6020, 0), (1839, 0), (1014, 0)]	29
2139	1	8	5	[]	0
2140	1	8	7	[]	0
2141	1	2	1	[]	0
2142	1	8	2	[]	0
2143	1	8	24	[(6659, 0)]	1
2144	1	8	1	[]	0
2145	1	2	11	[]	0
2146	1	8	2	[]	0
2147	1	8	6	[]	0
2148	2	8	15	[(7268, 0), (6450, 0), (6269, 0), (1781, 0), (1222, 0), (3395, 0), (338, 0), (6123, 0)]	8
2149	1	8	1	[]	0
2150	1	8	2	[]	0
2151	1	8	1	[]	0
2152	1	8	27	[(3343, 0), (1356, 0), (9143, 0), (456, 0), (3414, 0), (6659, 0), (5607, 0)]	7
2153	1	6	2	[]	0
2154	1	2	1	[]	0
2155	4	2	6	[]	0
2156	1	8	2	[]	0
2157	2	8	2	[]	0
2158	1	8	2	[]	0
2159	1	16	1	[]	0
2160	1	8	4	[]	0
2161	5	8	3	[]	0
2162	1	8	2	[]	0
2163	1	8	2	[]	0
2164	1	8	1	[]	0
2165	1	8	2	[]	0
2166	9	2	30	[(798, 0)]	1
2167	1	8	1	[]	0
2168	1	8	1	[]	0
2169	2	8	1	[]	0
2170	1	8	2	[]	0
2171	1	8	1	[]	0
2172	1	8	2	[]	0
2173	2	8	24	[(1949, 0)]	1
2174	1	8	2	[]	0
2175	2	16	1	[]	0
2176	1	2	2	[]	0
2177	1	2	1	[]	0
2178	6	8	12	[(798, 0)]	1
2179	1	8	1	[]	0
2180	1	8	10	[(798, 0)]	1
2181	1	8	1	[]	0
2182	1	8	1	[]	0
2183	1	8	1	[]	0
2184	4	8	2	[]	0
2185	4	8	134	[(4517, 0), (5718, 0), (5851, 0), (7267, 0), (3593, 0), (5067, 0), (8221, 0), (1464, 0), (6659, 0), (2502, 0), (281, 0), (692, 0), (8653, 0), (1356, 0), (6161, 0), (7443, 0), (1863, 0), (2061, 0), (1195, 0), (2347, 0), (9095, 0), (1093, 0), (8287, 0), (8910, 0), (5113, 0), (2621, 0), (3800, 0), (7338, 0), (431, 0), (4812, 0), (9319, 0), (7426, 0), (1055, 0), (4229, 0), (2850, 0), (8451, 0), (456, 0), (8061, 0), (6597, 0), (7627, 0), (9282, 0), (8553, 0), (7217, 0), (1483, 0), (798, 0), (3868, 0), (7012, 0)]	47
2186	6	8	124	[]	0
2187	1	8	3	[]	0
2188	8	16	8	[]	0
2189	5	2	10	[(7481, 0)]	1
2190	1	1	1	[]	0
2191	2	8	1	[]	0
2192	1	16	3	[(798, 0)]	1
2193	1	8	6	[(798, 0)]	1
2194	3	8	22	[]	0
2195	1	8	3	[]	0
2196	1	4	2	[]	0
2197	2	6	5	[]	0
2198	1	2	1	[]	0
2199	2	8	5	[]	0
2200	4	3	6	[]	0
2201	2	8	2	[]	0
2202	1	8	1	[]	0
2203	1	8	1	[]	0
2204	1	8	1	[]	0
2205	1	8	2	[]	0
2206	3	8	6	[]	0
2207	1	7	3	[]	0
2208	1	8	1	[]	0
2209	1	1	1	[]	0
2210	1	8	1	[]	0
2211	1	5	3	[]	0
2212	1	8	2	[]	0
2213	2	8	2	[]	0
2214	1	8	2	[]	0
2215	1	8	3	[]	0
2216	1	16	2	[]	0
2217	3	8	4	[]	0
2218	1	8	2	[]	0
2219	1	8	2	[]	0
2220	1	8	4	[]	0
2221	1	8	2	[]	0
2222	5	8	1	[]	0
2223	10	8	1	[]	0
2224	12	16	40	[]	0
2225	1	2	2	[]	0
2226	1	8	2	[]	0
2227	1	8	2	[]	0
2228	8	16	1	[]	0
2229	1	1	3	[]	0
2230	1	7	1	[]	0
2231	2	8	17	[]	0
2232	2	8	2	[]	0
2233	1	8	2	[]	0
2234	2	8	5	[]	0
2235	1	4	1	[]	0
2236	4	8	2	[]	0
2237	1	8	2	[(4895, 0)]	1
2238	3	32	4	[]	0
2239	4	8	2	[]	0
2240	1	8	2	[]	0
2241	1	8	3	[]	0
2242	12	8	4	[(798, 0)]	1
2243	1	8	2	[(798, 0)]	1
2244	6	8	2	[]	0
2245	4	8	3	[]	0
2246	1	8	10	[]	0
2247	1	8	1	[]	0
2248	1	8	2	[]	0
2249	1	8	1	[]	0
2250	1	8	2	[]	0
2251	2	8	5	[]	0
2252	3	8	2	[]	0
2253	1	8	1	[]	0
2254	1	8	2	[]	0
2255	1	8	2	[]	0
2256	1	8	3	[]	0
2257	2	8	7	[]	0
2258	3	2	5	[]	0
2259	4	8	1	[]	0
2260	1	8	2	[]	0
2261	3	8	2	[]	0
2262	1	5	1	[]	0
2263	5	8	318	[(7279, 0), (6269, 0), (6659, 0), (5914, 0), (338, 0), (7590, 0), (3569, 0), (6408, 0), (2335, 0), (798, 0), (657, 0)]	11
2264	1	8	2	[]	0
2265	1	8	2	[]	0
2266	1	8	2	[]	0
2267	1	8	1	[]	0
2268	1	8	2	[(798, 0)]	1
2269	1	7	2	[]	0
2270	3	8	2	[]	0
2271	1	8	6	[]	0
2272	2	8	24	[]	0
2273	2	8	24	[]	0
2274	2	8	4	[(7443, 0), (6057, 0), (585, 0)]	3
2275	1	8	2	[]	0
2276	1	8	1	[]	0
2277	1	8	4	[]	0
2278	4	8	1	[]	0
2279	1	8	2	[]	0
2280	1	2	1	[]	0
2281	1	8	2	[]	0
2282	4	8	1	[]	0
2283	1	4	1	[]	0
2284	1	8	4	[]	0
2285	1	8	3	[]	0
2286	1	8	1	[]	0
2287	1	16	1	[]	0
2288	1	8	1	[]	0
2289	1	8	4	[]	0
2290	6	8	19	[]	0
2291	1	1	8	[]	0
2292	1	16	16	[(6645, 0)]	1
2293	1	8	2	[]	0
2294	1	1	1	[]	0
2295	1	7	2	[]	0
2296	1	8	1	[]	0
2297	4	8	2	[]	0
2298	1	8	4	[]	0
2299	1	8	5	[]	0
2300	2	8	6	[]	0
2301	1	8	2	[]	0
2302	2	16	14	[]	0
2303	1	8	6	[]	0
2304	1	2	1	[]	0
2305	6	8	1	[]	0
2306	1	7	1	[]	0
2307	1	8	1	[]	0
2308	1	8	1	[]	0
2309	1	8	6	[]	0
2310	2	8	3	[]	0
2311	1	8	2	[]	0
2312	1	8	2	[]	0
2313	1	8	1	[]	0
2314	4	8	1	[]	0
2315	1	8	2	[]	0
2316	1	8	2	[]	0
2317	3	2	5	[]	0
2318	1	8	1	[]	0
2319	1	8	50	[]	0
2320	4	8	1	[]	0
2321	3	8	2	[]	0
2322	1	3	2	[]	0
2323	1	1	1	[]	0
2324	1	8	1	[]	0
2325	1	8	2	[]	0
2326	1	2	1	[(798, 0)]	1
2327	1	2	1	[]	0
2328	2	24	1	[]	0
2329	1	8	2	[]	0
2330	1	8	2	[]	0
2331	1	4	1	[]	0
2332	2	8	26	[]	0
2333	12	16	2	[]	0
2334	4	8	1	[]	0
2335	2	8	1	[]	0
2336	1	1	2	[]	0
2337	1	2	2	[]	0
2338	1	8	3	[]	0
2339	1	8	1	[]	0
2340	4	8	2	[]	0
2341	1	8	4	[]	0
2342	1	8	5	[]	0
2343	1	8	2	[]	0
2344	1	8	2	[]	0
2345	4	8	4	[]	0
2346	1	8	1	[]	0
2347	1	8	3	[]	0
2348	1	2	1	[]	0
2349	5	16	2	[]	0
2350	1	8	2	[]	0
2351	4	8	2	[]	0
2352	1	8	2	[]	0
2353	6	8	64	[]	0
2354	1	1	3	[]	0
2355	1	8	1	[]	0
2356	2	8	6	[]	0
2357	1	8	2	[]	0
2358	1	8	2	[]	0
2359	1	8	1	[]	0
2360	4	8	2	[]	0
2361	1	1	1	[]	0
2362	1	2	1	[]	0
2363	1	8	2	[]	0
2364	2	8	1	[]	0
2365	1	8	1	[]	0
2366	4	8	1	[]	0
2367	4	16	1	[]	0
2368	4	16	1	[]	0
2369	4	8	1	[]	0
2370	4	8	1	[]	0
2371	4	8	1	[]	0
2372	1	8	1	[]	0
2373	4	8	1	[]	0
2374	2	8	1	[]	0
2375	4	16	1	[]	0
2376	1	7	1	[]	0
2377	4	8	1	[]	0
2378	4	8	1	[]	0
2379	1	8	1	[]	0
2380	1	8	1	[]	0
2381	1	8	1	[]	0
2382	1	8	1	[]	0
2383	1	8	1	[]	0
2384	1	8	1	[]	0
2385	1	8	1	[]	0
2386	1	8	1	[]	0
2387	1	8	1	[]	0
2388	4	8	1	[]	0
2389	4	8	1	[]	0
2390	1	8	1	[]	0
2391	1	16	1	[]	0
2392	4	8	1	[]	0
2393	1	8	1	[]	0
2394	1	8	1	[]	0
2395	1	7	1	[]	0
2396	1	1	1	[]	0
2397	1	1	1	[]	0
2398	1	8	1	[]	0
2399	1	2	1	[]	0
2400	1	8	1	[]	0
2401	4	8	1	[]	0
2402	1	8	1	[]	0
2403	4	8	1	[]	0
2404	2	8	1	[]	0
2405	1	8	1	[]	0
2406	8	16	1	[]	0
2407	1	4	1	[]	0
2408	16	32	1	[]	0
2409	1	8	1	[]	0
2410	4	8	1	[]	0
2411	1	8	1	[]	0
2412	1	8	1	[]	0
2413	4	8	2	[]	0
2414	1	8	2	[]	0
2415	1	8	2	[]	0
2416	1	8	2	[]	0
2417	4	8	2	[]	0
2418	1	8	2	[]	0
2419	1	8	2	[]	0
2420	1	8	2	[]	0
2421	1	6	2	[]	0
2422	4	8	2	[]	0
2423	1	8	2	[]	0
2424	1	8	2	[]	0
2425	1	8	2	[]	0
2426	1	8	2	[]	0
2427	1	8	3	[]	0
2428	1	8	3	[]	0
2429	1	8	3	[]	0
2430	4	8	3	[]	0
2431	4	8	3	[]	0
2432	1	8	3	[]	0
2433	6	8	4	[]	0
2434	4	8	4	[]	0
2435	1	1	4	[]	0
2436	4	8	4	[]	0
2437	4	8	4	[]	0
2438	1	8	4	[]	0
2439	1	8	4	[]	0
2440	1	8	4	[]	0
2441	2	8	4	[]	0
2442	1	8	4	[]	0
2443	1	8	4	[]	0
2444	1	8	4	[]	0
2445	1	8	4	[]	0
2446	1	8	4	[]	0
2447	2	8	4	[]	0
2448	2	8	4	[]	0
2449	1	8	4	[]	0
2450	1	8	4	[]	0
2451	1	2	4	[]	0
2452	4	8	5	[]	0
2453	1	8	5	[]	0
2454	4	8	5	[]	0
2455	6	8	5	[]	0
2456	4	8	5	[]	0
2457	2	8	5	[]	0
2458	1	2	5	[]	0
2459	2	8	5	[]	0
2460	1	8	5	[]	0
2461	1	8	5	[]	0
2462	3	8	5	[]	0
2463	1	8	5	[]	0
2464	4	8	6	[]	0
2465	2	8	6	[]	0
2466	1	8	6	[]	0
2467	2	8	6	[]	0
2468	2	8	6	[]	0
2469	1	2	6	[]	0
2470	4	8	6	[]	0
2471	5	16	6	[]	0
2472	1	8	6	[]	0
2473	1	8	6	[]	0
2474	12	16	6	[]	0
2475	1	8	6	[]	0
2476	2	8	7	[]	0
2477	12	16	7	[]	0
2478	1	8	16	[(4728, 0), (484, 0), (4847, 0)]	3
2479	4	1	17	[]	0
2480	12	16	21	[]	0
2481	12	16	24	[]	0
2482	2	8	24	[]	0
2483	1	8	27	[]	0
2484	1	2	28	[]	0
2485	6	8	419	[]	0
2486	6	8	519	[]	0
2487	6	8	138	[]	0
2488	6	7	42	[]	0
2489	2	8	14	[]	0
2490	2	8	12	[]	0
2491	4	8	12	[]	0
2492	2	8	11	[]	0
2493	3	8	10	[]	0
2494	1	8	10	[]	0
2495	4	8	10	[]	0
2496	4	8	10	[(2568, 0), (936, 0), (3982, 0), (7853, 0), (1558, 0), (4551, 0), (2494, 0), (7322, 0), (6022, 0), (9325, 0), (4980, 0), (274, 0), (2790, 0), (2263, 0), (606, 0), (7613, 0), (2129, 0), (3637, 0), (3370, 0), (1955, 0), (7394, 0), (2033, 0), (2479, 0), (4009, 0), (5995, 0), (504, 0), (2506, 0), (1152, 0), (2332, 0), (8979, 0), (2857, 0), (4808, 0), (7748, 0), (4054, 0)]	34
2497	2	8	10	[(6687, 0), (3664, 0), (5458, 0)]	3
2498	1	8	10	[]	0
2499	1	8	10	[(693, 0)]	1
2500	1	16	10	[]	0
2501	2	8	9	[]	0
2502	6	8	9	[]	0
2503	1	2	9	[]	0
2504	1	2	9	[]	0
2505	1	8	9	[]	0
2506	4	1	9	[]	0
2507	4	8	9	[]	0
2508	1	8	8	[(4434, 0), (4570, 0), (1026, 0), (4292, 0), (1483, 0), (836, 0), (5141, 0), (6258, 0)]	8
2509	1	8	8	[]	0
2510	1	1	8	[]	0
2511	1	8	7	[]	0
2512	1	8	7	[]	0
2513	1	8	7	[]	0
2514	1	16	3	[(798, 0)]	1
2515	1	6	3	[]	0
2516	3	8	3	[]	0
2517	1	8	3	[]	0
2518	3	8	3	[]	0
2519	4	8	3	[]	0
2520	4	8	3	[]	0
2521	4	8	3	[]	0
2522	1	8	3	[]	0
2523	2	8	2	[]	0
2524	5	8	2	[]	0
2525	1	8	2	[]	0
2526	1	2	2	[]	0
2527	4	8	2	[]	0
2528	4	8	2	[]	0
2529	1	8	2	[]	0
2530	12	16	2	[]	0
2531	1	10	2	[]	0
2532	1	13	2	[]	0
2533	1	8	2	[]	0
2534	1	8	2	[]	0
2535	1	1	2	[]	0
2536	2	8	2	[]	0
2537	1	8	2	[]	0
2538	1	2	2	[]	0
2539	1	8	2	[]	0
2540	1	1	2	[]	0
2541	1	8	2	[]	0
2542	1	1	2	[]	0
2543	1	16	2	[]	0
2544	1	8	2	[]	0
2545	1	8	2	[]	0
2546	1	1	2	[]	0
2547	4	8	2	[]	0
2548	4	8	2	[]	0
2549	4	8	2	[]	0
2550	1	2	2	[]	0
2551	1	8	2	[]	0
2552	1	8	2	[]	0
2553	4	8	2	[]	0
2554	1	8	2	[]	0
2555	1	16	2	[]	0
2556	1	1	2	[]	0
2557	1	8	2	[]	0
2558	1	8	2	[]	0
2559	1	8	2	[]	0
2560	1	8	2	[]	0
2561	1	16	2	[]	0
2562	4	8	2	[]	0
2563	2	8	2	[]	0
2564	2	2	2	[]	0
2565	4	16	2	[]	0
2566	2	8	2	[]	0
2567	4	8	2	[]	0
2568	1	1	2	[]	0
2569	1	8	2	[]	0
2570	4	8	2	[]	0
2571	4	8	2	[]	0
2572	1	8	2	[]	0
2573	4	8	2	[]	0
2574	1	8	2	[]	0
2575	1	8	2	[]	0
2576	1	8	2	[]	0
2577	1	1	2	[]	0
2578	2	8	2	[]	0
2579	1	8	2	[]	0
2580	1	2	2	[]	0
2581	1	4	2	[]	0
2582	1	2	2	[]	0
2583	1	8	2	[]	0
2584	1	8	2	[]	0
2585	1	8	1	[]	0
2586	2	8	11	[]	0
2587	3	8	6	[]	0
2588	4	8	2	[]	0
2589	1	8	3	[]	0
2590	1	8	2	[]	0
2591	1	8	1	[]	0
2592	1	8	3	[]	0
2593	6	8	29	[(2886, 0), (1916, 0), (6235, 0), (5063, 0), (8569, 0), (5264, 0), (1051, 0), (7613, 0), (7219, 0), (1336, 0), (4337, 0), (8535, 0), (3469, 0), (3077, 0), (2586, 0), (1185, 0), (290, 0), (3637, 0), (7058, 0), (7196, 0), (8799, 0), (2917, 0), (3448, 0), (3397, 0), (1778, 0), (1222, 0), (7486, 0), (3994, 0), (5766, 0), (3321, 0), (5614, 0), (5900, 0), (3296, 0), (7692, 0), (2751, 0), (7514, 0), (4608, 0), (7267, 0), (1786, 0), (6269, 0), (8191, 0), (3422, 0), (1227, 0), (5441, 0), (6393, 0), (7368, 0), (1983, 0), (6153, 0), (199, 0), (8499, 0), (6710, 0), (7414, 0), (4530, 0), (7023, 0), (9145, 0), (3845, 0), (312, 0), (5418, 0), (8736, 0), (618, 0), (7067, 0), (286, 0), (2668, 0), (1216, 0), (3788, 0), (5427, 0), (7778, 0), (5411, 0), (4173, 0), (8931, 0), (3048, 0), (8199, 0), (2492, 0), (2185, 0), (9049, 0), (3337, 0), (4175, 0), (5541, 0), (6025, 0), (1263, 0), (4393, 0), (9077, 0), (6139, 0), (5689, 0), (7229, 0), (281, 0), (8716, 0), (22, 0), (4825, 0), (3472, 0), (2483, 0), (4787, 0), (3487, 0), (7210, 0), (208, 0), (1328, 0), (7889, 0), (1067, 0), (9303, 0), (3070, 0), (3908, 0), (4706, 0), (7768, 0), (5023, 0), (4819, 0), (8168, 0), (9076, 0), (3691, 0), (1796, 0), (5929, 0), (4190, 0), (143, 0), (7733, 0), (1405, 0), (3349, 0), (3619, 0), (3890, 0), (7316, 0), (4754, 0), (188, 0), (9207, 0), (7747, 0), (6232, 0), (8722, 0), (572, 0), (3759, 0), (1904, 0), (7009, 0), (4471, 0), (688, 0), (8436, 0), (6694, 0), (2017, 0), (2887, 0), (9138, 0), (8273, 0), (7468, 0), (7289, 0), (9192, 0), (6841, 0), (8842, 0), (8223, 0), (8324, 0), (3802, 0), (2767, 0), (3873, 0), (2033, 0), (5112, 0), (4169, 0), (3327, 0), (7448, 0), (34, 0), (5684, 0), (5470, 0), (4193, 0), (2485, 0), (2957, 0), (1781, 0), (1443, 0), (3721, 0), (8194, 0)]	161
2594	1	7	2	[]	0
2595	1	8	2	[]	0
2596	8	16	1	[]	0
2597	2	8	2	[]	0
2598	1	8	1	[]	0
2599	1	8	4	[]	0
2600	7	24	12	[]	0
2601	1	8	2	[]	0
2602	1	2	1	[]	0
2603	1	8	1	[]	0
2604	1	8	1	[]	0
2605	1	8	1	[]	0
2606	2	2	2	[]	0
2607	2	8	4	[]	0
2608	4	8	2	[]	0
2609	1	8	5	[(6659, 0)]	1
2610	6	8	5	[]	0
2611	1	8	3	[]	0
2612	5	8	6	[]	0
2613	1	8	8	[]	0
2614	1	2	1	[]	0
2615	1	2	1	[]	0
2616	3	8	35	[]	0
2617	4	8	1	[]	0
2618	1	8	7	[(798, 0), (1919, 0)]	2
2619	1	2	1	[]	0
2620	5	16	5	[]	0
2621	1	8	5	[(1356, 0), (2850, 0), (3657, 0)]	3
2622	1	8	5	[]	0
2623	1	2	2	[]	0
2624	1	2	1	[]	0
2625	1	1	1	[]	0
2626	1	8	1	[]	0
2627	1	2	4	[]	0
2628	2	8	5	[(798, 0)]	1
2629	2	8	3	[]	0
2630	2	8	5	[]	0
2631	1	8	1	[]	0
2632	1	7	2	[]	0
2633	1	8	2	[]	0
2634	1	8	3	[]	0
2635	1	8	1	[]	0
2636	1	8	2	[]	0
2637	1	1	1	[]	0
2638	1	8	1	[]	0
2639	2	8	2	[]	0
2640	1	2	1	[]	0
2641	1	8	2	[]	0
2642	1	8	1	[]	0
2643	8	12	6	[]	0
2644	2	8	3	[(6814, 0), (2533, 0), (5307, 0), (875, 0), (3711, 0), (4646, 0), (2138, 0), (1506, 0), (6689, 0), (5107, 0), (7452, 0), (7770, 0), (6007, 0), (7262, 0), (1354, 0), (8136, 0), (5661, 0), (321, 0), (4045, 0), (7556, 0), (3558, 0), (7766, 0), (3004, 0), (8607, 0), (7893, 0), (2172, 0), (6020, 0), (1839, 0), (1014, 0)]	29
2645	1	8	1	[]	0
2646	3	8	3	[]	0
2647	3	8	2	[]	0
2648	1	8	4	[]	0
2649	5	8	19	[]	0
2650	2	8	3	[]	0
2651	5	8	8	[]	0
2652	1	8	1	[]	0
2653	1	8	2	[]	0
2654	4	8	1	[]	0
2655	1	8	2	[]	0
2656	1	8	2	[]	0
2657	2	8	26	[]	0
2658	5	8	12	[(4300, 0)]	1
2659	1	2	1	[]	0
2660	1	8	2	[]	0
2661	4	8	2	[]	0
2662	1	8	1	[]	0
2663	1	7	1	[]	0
2664	1	8	6	[]	0
2665	1	2	1	[]	0
2666	1	8	2	[]	0
2667	1	7	1	[]	0
2668	6	2	114	[]	0
2669	1	8	2	[]	0
2670	1	2	2	[]	0
2671	1	6	1	[]	0
2672	1	8	2	[]	0
2673	1	8	2	[]	0
2674	1	8	2	[]	0
2675	2	8	2	[]	0
2676	1	1	1	[]	0
2677	1	2	2	[]	0
2678	1	8	1	[]	0
2679	1	3	2	[]	0
2680	2	8	11	[(798, 0)]	1
2681	4	8	1	[]	0
2682	1	8	4	[]	0
2683	1	8	2	[]	0
2684	1	7	1	[]	0
2685	5	8	5	[]	0
2686	1	2	2	[]	0
2687	1	8	1	[]	0
2688	7	32	1	[]	0
2689	1	2	1	[]	0
2690	3	8	9	[]	0
2691	1	8	1	[]	0
2692	12	16	119	[]	0
2693	1	8	9	[]	0
2694	1	8	2	[]	0
2695	1	32	4	[]	0
2696	6	8	21	[]	0
2697	6	16	6	[]	0
2698	1	16	2	[]	0
2699	2	8	1	[]	0
2700	2	8	27	[]	0
2701	4	7	27	[]	0
2702	1	8	1	[]	0
2703	1	8	4	[]	0
2704	1	8	2	[]	0
2705	1	8	2	[]	0
2706	1	8	2	[]	0
2707	4	8	2	[]	0
2708	1	8	2	[]	0
2709	3	8	4	[]	0
2710	6	10	78	[]	0
2711	1	8	1	[]	0
2712	1	8	2	[]	0
2713	2	8	2	[]	0
2714	1	2	1	[]	0
2715	1	8	2	[]	0
2716	1	16	10	[]	0
2717	1	8	1	[]	0
2718	1	1	2	[]	0
2719	1	8	1	[]	0
2720	1	8	1	[]	0
2721	16	48	3	[]	0
2722	1	2	1	[]	0
2723	1	8	2	[]	0
2724	2	8	2	[(798, 0)]	1
2725	1	8	1	[]	0
2726	2	8	2	[]	0
2727	1	8	1	[]	0
2728	3	8	10	[]	0
2729	1	8	2	[]	0
2730	1	8	1	[]	0
2731	36	48	7	[(737, 0), (6659, 0), (4543, 0), (4801, 0)]	4
2732	1	8	1	[]	0
2733	1	8	1	[]	0
2734	1	8	2	[]	0
2735	1	8	1	[]	0
2736	1	2	2	[]	0
2737	2	32	2	[]	0
2738	1	8	2	[]	0
2739	1	60	1	[]	0
2740	1	8	3	[]	0
2741	1	8	4	[]	0
2742	4	8	15	[]	0
2743	1	8	1	[]	0
2744	1	8	2	[]	0
2745	12	16	46	[]	0
2746	1	8	3	[]	0
2747	1	8	2	[]	0
2748	1	8	1	[]	0
2749	3	8	19	[]	0
2750	1	16	1	[]	0
2751	5	2	16	[]	0
2752	3	16	1	[]	0
2753	1	8	1	[]	0
2754	3	8	4	[]	0
2755	1	8	3	[]	0
2756	4	8	1	[]	0
2757	2	8	7	[]	0
2758	1	2	1	[]	0
2759	1	8	2	[]	0
2760	1	16	2	[]	0
2761	1	8	9	[]	0
2762	1	8	1	[]	0
2763	3	8	3	[]	0
2764	6	8	2	[]	0
2765	1	8	7	[(798, 0)]	1
2766	1	8	2	[]	0
2767	6	8	275	[(5028, 0), (8888, 0), (7789, 0), (798, 0), (6564, 0), (5689, 0), (6659, 0), (4084, 0)]	8
2768	1	1	1	[]	0
2769	2	8	6	[(2486, 0), (4825, 0), (7369, 0), (2850, 0), (2485, 0), (688, 0), (6903, 0), (6123, 0), (6408, 0)]	9
2770	2	8	8	[]	0
2771	1	8	2	[]	0
2772	12	2	10	[]	0
2773	1	8	2	[]	0
2774	1	3	2	[]	0
2775	1	2	2	[]	0
2776	1	8	1	[]	0
2777	1	8	4	[]	0
2778	1	2	2	[]	0
2779	1	4	1	[]	0
2780	1	8	1	[]	0
2781	1	8	1	[]	0
2782	1	2	1	[]	0
2783	1	8	2	[]	0
2784	1	2	4	[]	0
2785	2	8	1	[]	0
2786	4	8	2	[]	0
2787	1	8	2	[]	0
2788	1	10	11	[(2798, 0), (121, 0), (1833, 0), (4405, 0), (7538, 0), (1948, 0), (4925, 0), (4615, 0), (3088, 0), (195, 0), (5524, 0), (1172, 0), (4369, 0), (2731, 0), (711, 0), (8263, 0), (4737, 0), (6607, 0), (995, 0), (8352, 0), (242, 0), (2276, 0), (6954, 0), (3379, 0), (3797, 0), (6373, 0), (5559, 0), (5883, 0), (4194, 0), (6425, 0), (2845, 0), (5031, 0), (8122, 0), (2932, 0), (4653, 0), (2452, 0), (3081, 0), (7165, 0), (3184, 0)]	39
2789	2	8	1	[]	0
2790	1	8	2	[]	0
2791	1	16	1	[]	0
2792	1	8	2	[]	0
2793	1	8	1	[]	0
2794	1	8	2	[]	0
2795	4	8	1	[]	0
2796	1	8	1	[]	0
2797	1	8	2	[]	0
2798	3	8	5	[]	0
2799	1	8	2	[]	0
2800	1	8	2	[]	0
2801	1	2	1	[]	0
2802	1	8	2	[]	0
2803	4	8	1	[]	0
2804	1	8	2	[]	0
2805	3	13	2	[]	0
2806	1	8	2	[(6659, 0)]	1
2807	1	1	2	[]	0
2808	1	8	2	[]	0
2809	2	8	2	[]	0
2810	2	8	1	[]	0
2811	1	8	1	[]	0
2812	1	3	1	[]	0
2813	5	8	4	[(3557, 0)]	1
2814	1	8	25	[]	0
2815	1	8	60	[]	0
2816	1	8	4	[(9066, 0), (435, 0)]	2
2817	1	8	1	[]	0
2818	2	8	2	[]	0
2819	2	8	4	[]	0
2820	1	1	1	[]	0
2821	1	8	1	[]	0
2822	3	8	2	[]	0
2823	1	8	1	[]	0
2824	1	8	1	[]	0
2825	1	8	4	[(798, 0)]	1
2826	6	8	4	[]	0
2827	1	8	2	[]	0
2828	1	8	4	[]	0
2829	1	8	5	[]	0
2830	1	2	1	[]	0
2831	2	8	35	[]	0
2832	1	8	1	[]	0
2833	1	8	2	[]	0
2834	4	16	1	[]	0
2835	2	8	2	[]	0
2836	1	6	1	[]	0
2837	1	8	1	[]	0
2838	1	7	1	[]	0
2839	6	8	10	[]	0
2840	1	4	2	[]	0
2841	1	8	3	[(6970, 0)]	1
2842	1	8	2	[]	0
2843	1	8	3	[]	0
2844	2	16	7	[]	0
2845	1	8	4	[]	0
2846	1	8	3	[]	0
2847	1	8	5	[]	0
2848	1	8	1	[]	0
2849	1	8	4	[]	0
2850	3	8	67	[]	0
2851	16	60	1	[]	0
2852	4	8	18	[]	0
2853	2	8	6	[]	0
2854	1	8	2	[]	0
2855	1	8	1	[]	0
2856	1	8	4	[]	0
2857	11	16	1	[]	0
2858	1	8	1	[]	0
2859	2	16	2	[]	0
2860	1	8	1	[]	0
2861	1	8	3	[]	0
2862	1	8	2	[]	0
2863	4	8	1	[]	0
2864	1	8	2	[]	0
2865	1	8	1	[]	0
2866	1	8	2	[]	0
2867	1	8	2	[]	0
2868	1	8	1	[]	0
2869	1	8	1	[]	0
2870	1	8	2	[]	0
2871	1	2	1	[]	0
2872	1	8	4	[]	0
2873	1	8	2	[]	0
2874	3	3	98	[(9047, 0), (4538, 0), (257, 0), (7426, 0), (6557, 0), (2423, 0), (442, 0), (7907, 0), (3851, 0), (4570, 0), (7916, 0), (655, 0), (4695, 0), (4698, 0), (5922, 0)]	15
2875	3	8	7	[(798, 0)]	1
2876	2	8	8	[]	0
2877	1	1	3	[]	0
2878	4	8	2	[]	0
2879	2	16	1	[]	0
2880	4	8	6	[]	0
2881	1	2	1	[]	0
2882	4	8	1	[]	0
2883	1	8	4	[]	0
2884	1	8	2	[]	0
2885	1	8	1	[]	0
2886	2	2	31	[(6659, 0)]	1
2887	3	16	18	[]	0
2888	1	2	2	[]	0
2889	1	8	4	[]	0
2890	3	8	2	[]	0
2891	1	8	1	[]	0
2892	1	8	18	[(798, 0)]	1
2893	1	8	2	[]	0
2894	1	1	1	[]	0
2895	1	8	8	[]	0
2896	2	16	5	[]	0
2897	1	8	1	[]	0
2898	1	8	1	[]	0
2899	30	28	5	[]	0
2900	2	8	24	[(9095, 0)]	1
2901	1	8	2	[]	0
2902	1	7	2	[]	0
2903	1	8	2	[]	0
